DISTNAME,DISTRICT,DZCNTYNM,REGION,DZRATING,DZCAMPUS,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETLEPP,DPETSPEP,DPETBILP,DPETVOCP,DPETGIFP,DA0AT18R,DA0912DR18R,DAGC4X18R,DAGC5X17R,DAGC6X16R,DA0GR18N,DA0GS18N,DDA00A001S19R,DDA00A001219R,DDA00A001319R,DDA00AR01S19R,DDA00AR01219R,DDA00AR01319R,DDA00AW01S19R,DDA00AW01219R,DDA00AW01319R,DDA00AM01S19R,DDA00AM01219R,DDA00AM01319R,DDA00AC01S19R,DDA00AC01219R,DDA00AC01319R,DDA00AS01S19R,DDA00AS01219R,DDA00AS01319R,DDB00A001S19R,DDB00A001219R,DDB00A001319R,DDH00A001S19R,DDH00A001219R,DDH00A001319R,DDW00A001S19R,DDW00A001219R,DDW00A001319R,DDI00A001S19R,DDI00A001219R,DDI00A001319R,DD300A001S19R,DD300A001219R,DD300A001319R,DD400A001S19R,DD400A001219R,DD400A001319R,DD200A001S19R,DD200A001219R,DD200A001319R,DDE00A001S19R,DDE00A001219R,DDE00A001319R,DA0CT18R,DA0CC18R,DA0CSA18R,DA0CAA18R,DPSATOFC,DPSTTOFC,DPSCTOFP,DPSSTOFP,DPSUTOFP,DPSTTOFP,DPSETOFP,DPSXTOFP,DPSCTOSA,DPSSTOSA,DPSUTOSA,DPSTTOSA,DPSAMIFP,DPSAKIDR,DPSTKIDR,DPST05FP,DPSTEXPA,DPSTADFP,DPSTURNR,DPSTBLFP,DPSTHIFP,DPSTWHFP,DPSTO2FP,DPSTREFP,DPSTSPFP,DPSTCOFP,DPSTBIFP,DPSTVOFP,DPSTGOFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRAOPRT,DPFRASTAP,DZRVLOCP,DPFRAFEDP,DPFRAORVT,DPFUNAB1T,DPFUNA4T,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAHSAP,DPFPREKP,DPFPAOTHP,DISTSIZE,COMMTYPE,PROPWLTH,TAXRATE
LEAKEY ISD,193902,193 REAL,20,B,1,289,0.3,36.7,59.5,0,0,0,3.5,60.9,4.5,12.8,4.5,26.3,6.2,95.6,2.5,100,100,86.7,15,15,77,45,21,74,50,21,74,29,14,76,39,19,84,54,25,85,54,23,.,.,.,72,39,17,81,51,23,.,.,.,.,.,.,.,.,.,70,40,30,71,33,13,100,26.7,1064,20.2,53.9,27.2,3.7,0.1,3.2,50.4,0,42.6,75950,78000,38846,46508,18.5,5.4,10.6,29.5,14.5,41.1,54.5,0,7.4,92.6,0,86.6,8,0,0,5.4,0,983525,1.2,4477489,14490,3915594,10.5,83.1,6.4,561895,1198823,0,5152287,3449849,11165,50.2,14.2,4.9,11,19.6,1732069,5605,35.8,8.6,11.1,1.3,2.7,0.6,0,1.2,0.7,38.2,Under 500,Rural,"$786,525 and over",$1.1701 to under $1.3050
AVERY ISD,194902,194 RED RIVER,08,B,2,339,1.8,9.4,79.9,1.8,0,0,7.1,61.9,3.2,12.1,3.2,27.7,6.2,96.1,0.9,100,100,100,33,17,86,53,22,81,52,20,85,30,6,91,58,25,93,69,34,71,37,16,83,33,17,90,49,15,86,55,23,100,82,27,.,.,.,.,.,.,68,29,3,85,49,20,54.5,38.9,-1,21.6,62.4,32.3,3.2,3.2,3.2,51.8,13.8,24.8,75687,65894,47426,42692,9.6,5.4,10.5,21.6,16.1,8.7,16,0,3.1,93.8,3.1,74,3.7,6.2,0,10.9,5.1,130470,1.04,4020643,11231,3929310,74.9,18.9,6.2,91333,1359719,0,3967874,3821321,10674,56.5,11.1,6.2,9.5,16.8,2158500,6029,45.7,5.2,6.1,0.1,6.7,0.9,2.3,0.9,1.4,30.7,Under 500,Rural,"$123,158 to < $164,221",Under $1.1701
RIVERCREST ISD,194903,194 RED RIVER,08,A,3,719,4.3,15.9,73.7,0.4,0.3,0,5.4,57.3,5.4,10.3,5.1,29.3,9.9,96.2,0.0,100,98,100,45,39,80,50,20,76,46,17,67,35,12,89,57,25,84,62,21,78,41,17,68,40,9,82,51,23,81,51,19,-1,-1,-1,100,100,100,.,.,.,72,45,15,74,44,16,51.1,26.1,-1,19.5,113.6,62.2,1.8,3.1,4.3,54.8,13.2,22.9,85750,68398,45700,44595,9.6,6.3,11.6,17.7,15.7,17,16,1.6,1.6,95.2,1.6,82.8,4.8,3.3,0,7,2.1,239501,1.32,8239636,11890,7828415,61.4,31.8,6.8,411221,2477666,0,8129982,6900842,9958,57.5,5.6,5,13,19,3966101,5723,46.4,5.7,7.3,0.2,5.8,0.3,4.2,1,1.3,27.9,500 to 999,Rural,"$208,918 to < $250,173",$1.3050 to under $1.4272
CLARKSVILLE ISD,194904,194 RED RIVER,08,C,2,533,49.5,25,17.8,0.2,0,0,7.5,90.4,9.9,12,9.9,27.4,8.3,95.1,1.3,94.4,96.6,97.3,36,34,66,28,10,64,29,10,40,8,3,76,33,14,68,27,7,69,33,6,61,24,7,74,34,13,72,36,14,.,.,.,.,.,.,.,.,.,71,24,7,65,27,9,44.4,6.3,.,17.6,101.8,37.3,2,4.4,4.3,36.7,19.6,33,89637,70827,57125,45394,49.9,5.2,14.3,25.3,13.9,33.4,27.6,25.4,2.7,69.2,2.7,61.5,6.9,20.3,0.8,5.1,5.3,366623,1.04,7228094,13361,7195158,50.4,32.4,17.2,32936,2305943,0,7054999,6635937,12266,47.2,15.1,4.7,12.6,20.4,3131146,5788,26.5,10.9,13.8,0.3,3.5,0.4,3.9,0.6,0.8,39.3,500 to 999,Rural,"$355,684 to < $378,489",Under $1.1701
DETROIT ISD,194905,194 RED RIVER,08,B,3,542,8.1,3.3,84.1,0.9,0.2,0,3.3,59.6,0.4,11.6,0.4,30.3,7.6,96.2,0.0,97.2,97.2,92.7,35,33,78,47,20,72,44,17,69,31,16,88,56,26,82,44,13,75,46,21,66,28,13,88,82,53,79,48,19,83,50,17,-1,-1,-1,.,.,.,88,53,29,76,44,19,54.3,26.3,-1,20.1,127.4,52.6,1.6,2.4,11.7,41.3,24.3,18.7,90349,64722,47452,42357,11,4.3,10.3,50.6,11.3,11.4,13.9,3.8,0,96.2,0,74.6,8,3.8,0,11.2,2.5,118780,1.382,8234874,15776,7724630,59.1,19.9,21,510244,2155569,0,8174055,7608583,14576,63.3,6.5,4.5,9.6,16,4818233,9230,28.8,14.9,24.9,0,4.2,0.2,3.6,0.4,0,23,500 to 999,Rural,"Under $123,158",$1.3050 to under $1.4272
PECOS-BARSTOW-TOYAH ISD,195901,195 REEVES,18,Data Integrity Issues,5,2797,0.8,90.3,7.5,0.3,0.9,0,0.3,71.5,14.2,9.9,12.8,36.9,4.3,93.2,3.3,92.7,92.7,96.4,155,147,67,33,11,62,31,10,55,23,5,73,36,13,71,34,10,65,32,16,78,37,15,65,31,10,76,48,23,64,29,14,100,77,60,.,.,.,100,67,50,63,28,8,45.2,18.6,951,18.2,388.8,176.7,2.1,2.2,4.4,45.4,17,28.9,106148,73904,62582,55397,73.1,7.2,15.8,45.1,11.6,24.5,23.5,3.3,53.9,38.9,3.9,78,7.1,2,1.8,9,2.1,1388323,0.946,34498501,13117,29689675,2.9,88.3,8.7,4808826,11854572,0,36553240,27409342,10422,53.8,8.5,5.1,11.9,20.7,14742810,5606,35.8,11.8,9.7,0.3,3.8,2.3,4.6,0.7,0.9,30.2,"1,600 to 2,999",Non-metropolitan Fast Growing,"$786,525 and over",Under $1.1701
BALMORHEA ISD,195902,195 REEVES,18,B,1,186,0.5,84.4,14,0,0,0,1.1,84.4,8.6,10.2,8.1,34.4,0.5,94.8,0.0,100,100,100,10,9,64,31,10,71,38,10,44,19,7,65,23,9,51,23,7,80,60,20,-1,-1,-1,64,31,9,68,41,23,.,.,.,.,.,.,.,.,.,.,.,.,62,29,8,100,0,-1,17.9,39.6,19.5,5.1,1,17.7,49.4,15.2,11.7,68000,81000,34605,54362,74,4.7,9.5,15.4,20.1,23.6,38.8,5.1,59.5,35.4,0,76.7,3.1,3.5,0,10.1,6.7,223686,1.231,3116847,17709,2973884,64.7,26.4,8.9,142963,1397853,0,3092280,2549644,14487,49.3,14.4,4.4,11.3,20.7,1255687,7135,33.3,5.1,14.4,0.3,4.7,0.1,4.5,0.6,0.4,36.6,Under 500,Rural,"$208,918 to < $250,173",$1.1701 to under $1.3050
AUSTWELL-TIVOLI ISD,196901,196 REFUGIO,03,C,2,140,1.4,76.4,22.1,0,0,0,0,44.3,2.1,17.1,2.1,8.6,8.6,95,0.0,100,100,100,7,7,77,44,17,85,49,15,65,30,5,73,37,14,74,53,24,80,50,35,-1,-1,-1,73,40,14,95,66,32,.,.,.,.,.,.,.,.,.,.,.,.,71,32,10,100,28.6,1044,.,29.8,17.2,3.4,0.1,5.9,57.8,4.5,28.3,57040,57496,52882,45474,61.5,4.7,8.1,20.4,12.2,36,19.6,5.6,40.2,54.2,0,92.2,7.8,0,0,0,0,1711890,1.561,5369840,40073,2835079,8.9,70.3,20.8,2534761,959367,0,7141915,2463754,18386,44.2,15.6,6.2,20.3,13.6,1089055,8127,37.6,7.9,6.1,0.1,1.3,0.1,1.5,0.9,0.7,43.9,Under 500,Rural,"$786,525 and over",$1.4272 and over
WOODSBORO ISD,196902,196 REFUGIO,03,B,2,441,3.6,53.3,41.3,0,0.5,0,1.4,100,0,13.2,0,39,13.8,96.1,0.0,93.5,100,100,29,28,74,40,13,74,40,12,55,30,1,78,41,18,80,47,13,62,38,19,81,27,4,69,36,11,80,47,18,.,.,.,-1,-1,-1,.,.,.,44,22,0,74,40,13,75.9,4.5,955,18,82.5,34.1,2.4,2.9,6.1,41.3,24.2,23,87167,75961,49247,48182,40,5.3,12.9,13.5,18.6,17.6,23.1,1.5,17.9,77.7,2.9,80.5,7.2,0,0,10.8,1.5,678237,1.5,8602955,19203,7674070,23,65.9,11.1,928885,2388984,0,6693500,5748644,12832,57.4,9.7,5.3,12.4,15.2,3298540,7363,36.1,11.4,12,0,4.4,0.3,5.3,0.8,2.1,27.7,Under 500,Rural,"$639,298 to < $741,925",$1.4272 and over
REFUGIO ISD,196903,196 REFUGIO,03,C,3,681,10.9,64.6,23.1,0.1,0,0,1.3,74.4,4.7,9.8,4.7,19.7,2.5,94.9,1.4,86.4,95.6,93.3,56,45,72,39,14,67,35,13,58,26,7,80,46,18,77,36,11,68,43,24,63,29,12,71,36,12,79,52,23,.,.,.,.,.,.,.,.,.,62,31,15,70,34,12,64.3,16.7,1062,17.9,140.7,63,2.5,2.1,11.7,44.8,12.8,26.1,88242,69642,54350,42688,49.9,4.8,10.8,34.8,13.6,19.3,16.9,1.7,32.5,65.8,0,92.3,2.5,0,0,3.3,1.9,549399,1.36,13635756,19563,11319920,45,34.9,20.1,2315836,5266043,0,21208030,9907797,14215,49.3,9.6,3.9,10.7,26.5,4882052,7004,33.3,31.3,7.5,0.1,1.4,0.2,4.5,0.7,0.3,20.7,500 to 999,Rural,"$525,460 to < $606,813",$1.3050 to under $1.4272
MIAMI ISD,197902,197 ROBERTS,16,B,1,219,0,14.2,85.4,0.5,0,0,0,29.2,0.5,7.3,0.5,32.9,9.1,96.9,0.0,92.9,100,100,12,12,81,47,21,84,53,22,93,64,21,83,45,25,69,35,10,67,33,19,.,.,.,79,44,25,81,48,20,-1,-1,-1,.,.,.,.,.,.,.,.,.,74,39,17,75,44.4,-1,21.9,35.8,22.2,2.8,2.5,4.4,61.9,0.7,27.7,93585,81600,66322,43861,5.4,6.1,9.9,37.8,9.8,27.1,15.2,0,0,100,0,79.7,4,4.4,0,11.9,0,2136604,1.44,5640140,25754,3270787,23.8,73.8,2.5,2369353,3914375,0,6979500,3049112,13923,46.8,14.6,4.9,15.9,17.7,1428034,6521,46.3,3,3.8,0,2.6,0.2,4.8,1.5,0.9,37,Under 500,Rural,"$786,525 and over",$1.4272 and over
BREMOND ISD,198901,198 ROBERTSON,06,A,3,487,13.1,13.8,68.8,0,1.2,0,3.1,59.1,3.5,10.1,3.5,27.1,6,94.7,1.4,100,100,100,39,39,79,52,21,78,54,22,73,50,17,81,49,17,83,64,26,75,43,22,56,33,10,80,47,17,82,56,23,.,.,.,100,88,38,.,.,.,78,39,17,75,46,16,87.2,26.5,1000,19.2,79.1,40.4,1.3,5.7,5.7,51.1,11.4,24.8,102384,63840,50630,45725,15.1,6.2,12,17.3,15.0,4.9,11.7,4.9,4.9,90.1,0,89.3,0.1,2.1,0,8.6,0,655022,1.343,7222462,14245,6309517,43.1,51.4,5.5,912945,993443,0,6634973,5706255,11255,54.8,10,4.8,13.7,16.7,3127047,6168,45.6,6.7,6.9,0.1,3.3,0.4,3.8,0.6,0.2,32.4,Under 500,Rural,"$639,298 to < $741,925",$1.3050 to under $1.4272
CALVERT ISD,198902,198 ROBERTSON,06,B,1,166,80.1,15.7,4.2,0,0,0,0,94,0.6,13.9,0.6,46.4,4.2,94.1,0.0,100,83.3,93.3,13,13,70,27,5,82,36,3,65,13,0,69,20,7,63,40,6,43,14,5,71,30,6,65,23,0,69,0,0,.,.,.,.,.,.,.,.,.,.,.,.,70,27,4,23.1,-1,-1,-1,32.4,16,7.7,5.1,19.4,49.4,15.2,3.1,79612,39695,24859,44880,64.6,5.1,10.4,37.2,19.3,6.6,36.6,20.9,18.8,60.4,0,80.9,6.3,1.2,0,11.7,0,661349,1.16,2287642,13949,2285432,25.8,61.1,13.1,2210,1024670,0,2199044,2154866,13139,56.9,13.3,5.4,9.5,15,1225943,7475,37.7,6.6,15.6,0,3.8,0.2,0,0,1.1,35.2,Under 500,Rural,"$639,298 to < $741,925",Under $1.1701
FRANKLIN ISD,198903,198 ROBERTSON,06,A,3,1247,7.3,17.6,71.4,0.2,1.3,0,2.3,39.7,2.6,11.5,2.6,28.8,7,96.1,0.5,98.9,98.7,97.4,94,84,91,66,35,87,61,31,83,52,22,96,73,42,94,69,37,90,65,40,78,46,20,88,60,28,94,70,39,-1,-1,-1,97,79,59,.,.,.,72,44,19,86,52,23,57.4,55.6,1091,22.5,281.4,103,1.1,1.9,3.9,36.6,7.5,49.1,113930,75206,54519,45941,12.6,4.4,12.1,23.3,14.0,14.8,12.8,1,0,98.1,1,84.8,6.3,0,1,7.9,0,1336332,1.23,21227038,16941,15278825,19.9,72.3,7.8,5948213,18688190,0,21190804,14192038,11326,50,8.6,5.5,14.4,21.5,7098434,5665,35.9,17.7,5.1,0.4,3.8,0.2,3.7,0.7,1.1,31.3,"1,000 to 1,599",Other Central City Suburban,"$786,525 and over",$1.1701 to under $1.3050
HEARNE ISD,198905,198 ROBERTSON,06,Data Integrity Issues,3,819,46.6,43.1,8.4,0.1,0.1,0.1,1.5,96.2,18.2,17.1,17.6,27.1,2.8,95,0.8,96.2,93,100,51,43,54,23,8,48,21,5,38,14,8,62,26,10,61,21,8,56,30,14,52,20,8,53,24,8,67,29,5,.,.,.,.,.,.,.,.,.,69,38,23,54,23,8,51,7.7,866,-1,154.9,68,2.4,5.2,32.2,43.9,15,1.3,101511,64308,36757,47163,63.4,5.3,12,49.5,9.7,25.1,43.1,34.6,11.5,49.5,4.4,66.6,13.5,5.9,0.8,8.8,4.3,429881,1.27,12594506,14611,10239095,43.4,42.5,14.1,2355411,3154884,0,11519007,10297156,11946,48.6,11.5,6.3,12.3,21.2,5008705,5811,32.4,11,14.9,0.9,4.3,0.2,3.7,0.9,0.9,30.9,500 to 999,Rural,"$413,609 to < $442,675",$1.1701 to under $1.3050
MUMFORD ISD,198906,198 ROBERTSON,06,A,2,612,6,53.9,37.3,0,0.7,0,2.1,70.6,14.5,9.3,14.4,17.5,19.4,97.1,0.0,100,100,100,40,38,93,71,38,93,70,38,88,67,39,97,73,37,91,69,27,94,74,54,90,63,27,91,65,29,98,82,53,.,.,.,80,70,40,.,.,.,92,63,33,92,64,28,62.5,48,1083,22.3,70.7,38,0.5,2.6,8.5,53.8,15.6,19.1,93622,112049,56077,48093,22,8.7,16.1,15.8,12.5,7.9,15.4,0,2.6,97.4,0,65.3,2.6,21.2,0.9,3.5,6.5,90012,1.04,6844150,11111,6844150,75,18.9,6.1,0,17545256,0,5064795,4597147,7463,60.6,3.6,3.2,11.3,21.4,2784302,4520,46.9,2.4,9.7,0.5,3.2,0.3,0,0.9,4.5,31.6,500 to 999,Rural,"Under $123,158",Under $1.1701
ROCKWALL ISD,199901,199 ROCKWALL,10,A,20,16490,8.7,22.2,61,0.9,3,0.2,4,25.5,7.3,9.8,7.2,29.4,7.7,96.3,0.0,97.8,98.9,99.1,1156,900,89,66,37,87,64,32,82,54,23,90,68,40,91,72,45,93,77,57,77,47,20,83,55,28,92,73,42,76,51,29,95,79,52,75,68,36,91,72,46,78,47,21,73.4,68.7,1150,23.5,1920.7,1013.9,0.9,2.8,11.4,52.8,8.1,24.1,125706,81921,64334,56344,17.3,8.6,16.3,21.8,12.5,33.3,12,2.7,8.5,85.9,2.9,86.2,5.1,0.9,3.9,1.3,2.6,475964,1.44,184594727,11406,140970717,24,71,5.1,43624010,57728550,0,236236837,136320816,8423,57.5,5.6,5.4,9.6,22,78373328,4843,48,13,5.7,0.7,2.8,0.7,3.1,1.6,0.5,24,"10,000 to 24,999",Other Central City Suburban,"$456,961 to < $484,748",$1.4272 and over
ROYSE CITY ISD,199902,199 ROCKWALL,10,B,8,6158,7.7,32.9,54.8,0.4,1.1,0.1,3.1,39.2,10.5,10.4,10.2,27,8.7,95.5,0.9,96.8,97.4,96.8,341,313,79,50,22,78,49,20,70,35,10,85,53,25,80,52,22,78,53,32,72,37,13,75,42,16,83,56,26,75,44,19,88,72,39,64,27,0,82,51,23,72,38,14,54.5,46.8,1082,22.1,814.5,403.2,0.7,3.2,8,49.5,9.3,29.3,127010,81137,61861,50032,19.7,7.6,15.3,30.5,10.5,22.6,15.2,3.2,4.5,89.1,3.2,70.6,8.1,4.5,5.6,5.1,6.2,249418,1.67,63998112,11163,53761135,53,41.2,5.9,10236977,10752213,0,63149643,49200430,8582,52.2,6.9,6.4,12.4,22.1,25674588,4478,45.7,11.9,2.5,3.5,3.4,0.6,2.9,0.3,0.7,28.5,"5,000 to 9,999",Other Central City Suburban,"$208,918 to < $250,173",$1.4272 and over
BALLINGER ISD,200901,200 RUNNELS,15,B,4,905,1.3,46.6,49.3,0.4,0.7,0,1.7,56.8,1.5,9.7,1.5,26.6,6.4,95.4,0.7,90.6,97.2,98.7,59,56,75,42,17,73,43,16,75,43,13,75,36,17,80,48,16,73,45,25,85,35,25,69,36,13,80,48,20,-1,-1,-1,90,70,60,.,.,.,67,29,10,68,36,13,76.3,28.9,-1,20.5,146.5,77.5,0.7,3,5.9,52.9,15.3,22.1,110000,71681,51273,44233,15.6,6.2,11.7,29.7,13.9,18.1,30.5,1.3,5.2,93.6,0,71.2,6.7,10.9,0.1,6.1,4.9,296028,1.17,12822896,14232,11948881,51.1,33.2,15.7,874015,4991590,0,11549445,10425325,11571,53,9.9,5.9,11.1,20.2,5520665,6127,39.5,15,6.1,0,4.1,0.3,3.9,0.6,1.7,28.8,500 to 999,Non-metropolitan Stable,"$272,534 to < $299,260",Under $1.1701
MILES ISD,200902,200 RUNNELS,15,A,2,435,0.2,36.3,63,0,0,0,0.5,34.9,8.3,6.2,8.3,30.8,5.3,96.4,0.0,100,100,100,31,29,92,69,36,91,67,31,89,44,14,96,81,50,93,77,44,84,54,23,-1,-1,-1,90,60,28,93,74,41,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,88,59,30,87.1,37,1090,21.7,74.8,41.9,3.3,2.8,4.6,56,13.4,19.9,74015,67978,48586,41924,17.1,5.8,10.4,21.5,14.5,23.9,14.1,0,9.6,90.4,0,78.9,4.6,2.4,3,7.2,3.9,175378,1.52,5304162,11919,4725887,69.8,23.3,6.9,578275,943734,0,5115037,4520715,10159,54,12.2,4.2,10.5,19.1,2441340,5486,45.5,6.5,4.8,0.2,4.9,0.3,6.4,0.9,1.3,29.2,Under 500,Rural,"$164,221 to < $208,918",$1.4272 and over
WINTERS ISD,200904,200 RUNNELS,15,B,3,557,1.3,59.1,37.2,0.2,0.2,0,2.2,66.8,3.6,11.3,3.4,33.6,11,95.7,1.1,97.6,96,97.1,42,42,70,37,15,71,38,12,36,20,7,74,39,19,74,39,10,76,44,33,25,0,0,69,32,11,73,48,23,-1,-1,-1,.,.,.,.,.,.,81,38,25,63,28,11,71.4,16.7,-1,19.4,111.3,52.4,2.7,3.4,9,47.1,14.8,23,70057,67584,47769,42783,30.4,5,10.6,37.3,12.8,9.5,26.2,7.6,13.4,79,0,67.9,7.3,11.7,0,8.1,4.9,295693,1.04,7112701,13099,7112701,58,28.1,13.9,0,1829057,0,6969532,6925210,12754,51.4,8.3,6.7,13.8,19.8,3560332,6557,34.1,8.9,13.1,0.3,5.6,0.4,4.7,1.3,0.4,31.1,500 to 999,Rural,"$272,534 to < $299,260",Under $1.1701
OLFEN ISD,200906,200 RUNNELS,15,B,2,103,2.9,48.5,46.6,0,1.9,0,0,74.8,2.9,8.7,2.9,20.4,7.8,95.8,0.0,.,.,.,3,3,82,50,14,81,49,13,61,39,11,90,51,16,83,67,13,77,31,8,78,56,22,80,46,19,84,53,6,.,.,.,-1,-1,-1,.,.,.,.,.,.,81,47,11,-1,.,.,.,18.7,10.3,5.4,0.3,2.1,55,15.9,21.3,120000,58000,38567,41349,21.3,5.5,10,62.2,7.4,14.9,9.8,0,9.2,90.8,0,93.9,0,0,0,6.1,0,55391,1.226,2031977,19921,1719391,84.9,9.3,5.8,312586,407475,0,1723194,1444188,14159,50.2,16,7.5,8,18.3,725306,7111,41.2,1.3,13.3,0.3,0.9,0.2,0.8,0.9,1.1,40.1,Under 500,Rural,"Under $123,158",$1.1701 to under $1.3050
HENDERSON ISD,201902,201 RUSK,07,A,5,3415,18.8,31.4,45.7,0.3,0.8,0.1,2.9,65.8,14,10.4,13.5,26.1,5.6,96.2,0.1,95.4,96.3,96,257,232,79,50,22,77,49,20,63,30,7,85,55,27,82,54,23,74,47,27,65,33,12,77,44,18,86,60,29,93,71,43,94,71,44,.,.,.,75,40,16,73,41,17,39.7,33.3,1025,19.9,476.1,233.6,1.5,2.4,9,49.1,14.7,23.3,104864,77566,49307,43485,24.5,7.2,14.6,35.3,12.3,22,20.4,9.5,4.2,86.1,0.2,63.2,7.6,1.9,17.7,5.7,3.9,446251,1.27,34416217,10025,30865583,32.5,54,13.6,3550634,13819884,0,38382103,29311026,8538,57.1,5.4,5.7,9.6,22.2,16720918,4871,42.9,12.2,8.5,0.9,4,0.6,2.7,1.6,1.2,25.4,"3,000 to 4,999",Independent Town,"$442,675 to < $456,961",$1.1701 to under $1.3050
LANEVILLE ISD,201903,201 RUSK,07,B,1,164,50.6,28,16.5,0.6,0,0,4.3,81.7,13.4,12.2,13.4,36,9.8,97.2,0.0,100,100,100,9,9,79,50,25,71,41,18,63,21,4,84,58,28,93,60,20,92,75,67,69,39,18,89,56,29,84,65,38,.,.,.,.,.,.,.,.,.,90,60,20,79,48,23,33.3,-1,.,-1,35.7,16.8,4.2,5.6,2.8,47.1,13.2,27.2,92160,61800,46053,42580,47.6,4.6,9.8,29.4,13.6,29.4,47.8,29.4,5.9,64.7,0,69.3,10.6,5.9,0,14.2,0,460440,1.17,2379107,13072,2337607,42.3,43.8,14,41500,994719,0,2339130,2177285,11963,54.2,13,7.4,10.6,14.8,1179397,6480,39.8,4.8,14.3,0.3,6,0.2,2.9,0.5,0.1,31.2,Under 500,Rural,"$456,961 to < $484,748",Under $1.1701
LEVERETTS CHAPEL ISD,201904,201 RUSK,07,B,3,251,6,40.2,49.4,0,0,0,4.4,100,23.5,9.6,23.5,20.7,0.8,95.9,0.0,100,95,100,13,13,79,47,22,81,44,15,68,27,0,86,56,31,75,47,24,68,48,36,69,50,15,74,41,15,88,52,29,.,.,.,.,.,.,.,.,.,72,50,28,79,47,22,84.6,27.3,1006,20.6,46.3,25.4,3.4,4.9,2.7,54.8,13,21.3,87680,64600,50419,45788,13,5.4,9.9,15.8,20.2,33,10.9,3.9,3.9,92.1,0,83.6,7.1,0,3.9,5.3,0,110822,1.17,3378047,13043,3378047,78.3,13.6,8,0,695245,0,3232187,3075478,11874,57.4,11.9,5.1,12.6,13,1766164,6819,43.4,5.1,9.9,0.7,4.4,0.2,3.9,0.5,1.4,30.5,Under 500,Rural,"Under $123,158",Under $1.1701
MOUNT ENTERPRISE ISD,201907,201 RUSK,07,B,2,413,11.4,8.2,76,0.7,0.5,0,3.1,63.7,4.1,11.4,4.1,34.6,9.7,95.2,1.6,89.5,96.2,100,35,34,79,44,17,78,46,17,63,33,13,83,39,16,82,45,13,81,56,28,76,41,7,71,45,11,81,45,20,-1,-1,-1,-1,-1,-1,.,.,.,67,20,0,74,38,10,45.7,25,1025,18.4,62,39.6,1.6,3.8,4.8,63.8,11.1,14.8,100944,69781,48979,44630,11.3,6.7,10.4,27.5,12.5,25,7.9,2.5,2.5,94.9,0,80.9,10.1,0,0,8,0.9,142441,1.234,4581581,11120,4493334,76.5,17.1,6.4,88247,2192095,0,4570244,4043773,9815,58.1,9.4,4.9,10.3,17.3,2348668,5701,43,7.4,10.3,0.6,4.4,0.3,5,0.8,0,28.2,Under 500,Rural,"$123,158 to < $164,221",$1.1701 to under $1.3050
OVERTON ISD,201908,201 RUSK,07,B,2,500,13.2,8.2,73,0.8,0.6,0,4.2,68.2,1.4,11.6,1.4,26.2,12.8,96.1,0.0,100,91.9,97.1,35,29,77,40,17,74,39,13,68,23,7,79,44,21,81,40,14,91,54,34,63,24,4,61,28,12,82,46,20,70,10,0,-1,-1,-1,.,.,.,44,6,0,75,37,14,48.6,29.4,-1,19.5,92.7,47.9,2.2,1.2,7.6,51.7,15.9,21.6,100530,73474,43238,46170,12.9,5.4,10.4,43.8,12.5,22.8,27.3,8.3,0,89.6,2.1,77.9,4.5,5.2,0,10.3,2.1,139198,1.489,5999279,11449,5427241,72,19.8,8.2,572038,904914,0,6367738,5592111,10672,53.9,10.2,5.2,11.4,19.3,3015651,5755,38.8,10.3,6.9,1.1,4,1.6,5.4,0.9,0,31,500 to 999,Rural,"$123,158 to < $164,221",$1.4272 and over
TATUM ISD,201910,201 RUSK,07,A,4,1512,20.4,31.2,45.3,0.5,0.2,0.3,2.2,59.2,14,8.1,12.7,31.2,9,95.9,0.0,97.4,99.1,90.9,121,111,86,58,25,86,58,23,77,46,12,92,67,33,87,55,23,72,43,22,78,44,15,86,60,25,89,63,29,92,83,50,-1,-1,-1,38,0,0,89,56,24,81,51,19,53.7,15.4,1028,19.3,208.7,105.2,2,2.4,8.3,50.4,8.2,28.6,125460,77696,53592,50197,33.8,7.2,14.4,26.5,13.3,27.5,24.7,16,1.9,82.1,0,77.7,5.1,3.4,1,5.8,7,341549,1.207,24124005,14956,22210762,33.9,56.6,9.5,1913243,13123252,0,17879198,16313318,10114,50.1,7.5,4.8,11,26.5,8176155,5069,41.2,13.2,5.2,0.9,3.3,2.6,3.3,0,0.4,30,"1,000 to 1,599",Other Central City Suburban,"$329,469 to < $355,684",$1.1701 to under $1.3050
