DISTNAME,DISTRICT,DZCNTYNM,REGION,DZRATING,DZCAMPUS,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETLEPP,DPETSPEP,DPETBILP,DPETVOCP,DPETGIFP,DA0AT19R,DA0912DR19R,DAGC4X19R,DAGC5X18R,DAGC6X17R,DA0GR19N,DA0GS19N,DDA00A001S20R,DDA00A001220R,DDA00A001320R,DDA00AR01S20R,DDA00AR01220R,DDA00AR01320R,DDA00AW01S20R,DDA00AW01220R,DDA00AW01320R,DDA00AM01S20R,DDA00AM01220R,DDA00AM01320R,DDA00AC01S20R,DDA00AC01220R,DDA00AC01320R,DDA00AS01S20R,DDA00AS01220R,DDA00AS01320R,DDB00A001S20R,DDB00A001220R,DDB00A001320R,DDH00A001S20R,DDH00A001220R,DDH00A001320R,DDW00A001S20R,DDW00A001220R,DDW00A001320R,DDI00A001S20R,DDI00A001220R,DDI00A001320R,DD300A001S20R,DD300A001220R,DD300A001320R,DD400A001S20R,DD400A001220R,DD400A001320R,DD200A001S20R,DD200A001220R,DD200A001320R,DDE00A001S20R,DDE00A001220R,DDE00A001320R,DA0CT19R,DA0CC19R,DA0CSA19R,DA0CAA19R,DPSATOFC,DPSTTOFC,DPSCTOFP,DPSSTOFP,DPSUTOFP,DPSTTOFP,DPSETOFP,DPSXTOFP,DPSCTOSA,DPSSTOSA,DPSUTOSA,DPSTTOSA,DPSAMIFP,DPSAKIDR,DPSTKIDR,DPST05FP,DPSTEXPA,DPSTADFP,DPSTURNR,DPSTBLFP,DPSTHIFP,DPSTWHFP,DPSTINFP,DPSTASFP,DPSTPIFP,DPSTTWFP,DPSTREFP,DPSTSPFP,DPSTCOFP,DPSTBIFP,DPSTVOFP,DPSTGOFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRAOPRT,DPFRASTAP,DZRVLOCP,DPFRAFEDP,DPFRAORVT,DPFUNAB1T,DPFUNA4T,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAHSAP,DPFPREKP,DPFPAOTHP,DISTSIZE,COMMTYPE,PROPWLTH,TAXRATE
CENTERVILLE ISD,228904,228 TRINITY,06,Not Rated: Declared State of Disaster,1,147,0,4.8,93.2,0,0,0,2,67.3,0,10.9,0,40.1,5.4,95.8,0.0,100,100,100,8,7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,37.5,-1,-1,-1,28.6,17,7,1.7,2.3,59.4,10.5,19.1,65351,64000,71808,49840,3.5,5.1,8.7,17.7,15.8,23.5,17.6,0,0,94.1,0,5.9,0,0,75.5,6.5,5.9,0,12.1,0,219689,1.17,1943503,14613,1943158,67.2,23.1,9.7,345,562922,0,1851238,1847156,13888,58.8,11.2,4.6,11.1,14.3,1086211,8167,41.3,5.5,11.2,0,6.9,0.9,2.3,0.7,0,31.3,Under 500,Rural,"$178,741 to < $225,013",Under $1.1701
APPLE SPRINGS ISD,228905,228 TRINITY,06,Not Rated: Declared State of Disaster,2,197,5.1,8.1,85.3,0.5,0,0,1,61.4,0,16.8,0,32.5,9.1,97,0.0,100,100,100,12,7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,58.3,28.6,967,.,35.4,18.4,3.8,2.8,2.1,52.1,12.6,26.5,70525,82000,50681,50207,11.1,5.6,10.7,32.4,13.6,13.5,14.8,5.4,5.4,89.2,0,0,0,0,81.1,11.6,0,0,7.3,0,217723,1.04,2389552,11888,2302586,67.7,23.8,8.6,86966,291141,0,2329039,2228148,11085,46.8,15.9,5.7,11.8,19.7,1043021,5189,32.9,7.4,8.3,0,6.3,0.3,5.6,0.4,2.2,36.6,Under 500,Rural,"$178,741 to < $225,013",Under $1.1701
COLMESNEIL ISD,229901,229 TYLER,05,Not Rated: Declared State of Disaster,2,490,2.4,4.3,91.2,0.6,0,0,1.4,59.6,0,13.1,0,39,0.4,95.3,0.0,94.6,93.9,87.9,36,31,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,33.3,1051,20.2,67.9,41.8,1.5,0.3,2.2,61.6,5.9,28.5,129000,97384,45773,53433,8.8,7.2,11.7,28.7,14.4,33,37.3,0,2.4,97.6,0,0,0,0,76,5.4,0,0,18.6,0,284313,1.12,5218026,10803,5138570,64.5,28.9,6.7,79456,2320496,0,4768932,4409839,9130,51,8.6,5.4,17,18,2248764,4656,36.9,6.3,6.6,0,8.4,0,3.5,0.7,1,36.6,Under 500,Non-metropolitan Fast Growing,"$266,163 to < $288,727",Under $1.1701
WOODVILLE ISD,229903,229 TYLER,05,Not Rated: Declared State of Disaster,4,1326,22.6,10.5,57.6,3.2,0.8,0.1,5.1,67.6,4,16.1,3.8,34,5.9,95.8,1.3,89.4,97.5,95.4,76,63,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,73.7,33.9,978,20.2,244.2,111.2,0.8,3.3,6.5,45.5,15.8,28.1,123232,68262,61931,48641,20.5,5.4,11.9,34.2,11.5,14.6,24.2,9,2.7,86.5,0,0.9,0,0.9,72.7,11.8,6.3,0,6.2,2.9,434056,1.155,17094705,13314,17062493,41.1,42.9,16,32212,3945455,0,20646393,15918653,12398,48.8,8.3,6,13.2,23.8,7759588,6043,32.7,17.4,8.9,0.2,4.1,0.1,5.2,0.6,0,31,"1,000 to 1,599",Non-metropolitan Stable,"$407,429 to < $450,515",Under $1.1701
WARREN ISD,229904,229 TYLER,05,Not Rated: Declared State of Disaster,4,1310,1,5.3,89.8,1.1,0.5,0.1,2.3,58.1,1,10.3,0.8,25.2,6.4,94.9,0.0,98.4,97.9,98.9,61,52,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,68.9,50,1044,22.4,194.9,96,2.1,3.8,3.4,49.3,11.3,30.2,107888,80055,59899,52818,5.8,6.7,13.6,18.7,16.2,16.7,22,1,1,96.9,1,0,0,0,77.3,7.4,6.9,0,7.8,0.7,211593,1.45,13608506,10682,12223253,65.5,27.9,6.6,1385253,2047858,0,15594620,12457425,9778,49.6,8.8,5.7,13.3,22.6,6176691,4848,40.7,6.8,6.7,0,6.3,0,3.7,0.9,1.5,33.4,"1,000 to 1,599",Non-metropolitan Stable,"$178,741 to < $225,013",$1.4301 and over
SPURGER ISD,229905,229 TYLER,05,Not Rated: Declared State of Disaster,2,405,0,8.6,86.9,1,1,0,2.5,66.9,2.2,16,2.2,49.6,1.7,93.7,0.0,100,92.9,100,25,18,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,52,7.7,948,-1,73.5,34.4,1.4,4.1,4.2,46.8,12.6,30.9,95000,67197,58306,48136,5.4,5.5,11.8,25.9,14.6,10.2,27.2,0,2.9,97.1,0,0,0,0,62,11.4,12.6,0,14,0,234196,1.19,4816628,12948,4732119,68.3,23.5,8.3,84509,1989176,0,4451298,4236134,11387,48.5,10.1,7.7,13.5,20.3,2052676,5518,40.3,7.7,9.4,0,5.8,0,3.4,0.1,0.6,32.7,Under 500,Rural,"$225,013 to < $266,163",$1.1701 to under $1.3141
CHESTER ISD,229906,229 TYLER,05,Not Rated: Declared State of Disaster,2,203,5.9,3,85.2,0,0,0,5.9,53.7,0,13.3,0,27.1,2.5,95.1,0.0,90.9,100,100,9,7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,77.8,14.3,1022,19.6,36.2,21,2.8,3.5,6.9,58,2.8,26.1,97020,53563,33123,48712,12.8,5.6,9.7,25.1,12.5,4.8,32.5,4.8,4.8,90.5,0,0,0,0,89.2,1,0,0,9.9,0,368852,1.17,2379547,12203,2371168,51,38.3,10.7,8379,678859,0,2292137,2240038,11487,50.8,14.4,5.2,11.7,18,1137167,5832,38.4,4.5,13.8,0,4,0,4.5,0.2,0.3,34.3,Under 500,Rural,"$360,988 to < $382,055",Under $1.1701
BIG SANDY ISD,230901,230 UPSHUR,07,Not Rated: Declared State of Disaster,3,671,8.6,10.9,72.4,0.3,0.1,0,7.6,67.7,3.3,14.6,3.3,35.2,5.7,94.9,0.0,96.1,96.4,95.5,50,46,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,40,50,1109,21.3,138.2,72.8,1.4,2.9,4.9,52.7,14.4,23.7,99231,77595,63483,48660,14.5,4.9,9.2,28.6,15.9,17.6,15.9,6.9,4.1,86.3,0,0,0,2.7,77.4,7.5,5.4,0,7.5,2.2,307850,1.238,12302101,17400,11806638,33.6,36.4,30.1,495463,3653465,0,12418161,11511743,16283,55,8.8,5.9,7.4,22.9,6334726,8960,28.3,35.3,7,0.1,3.5,0.3,2.6,1.1,0.5,21.4,500 to 999,Rural,"$288,727 to < $317,442",$1.1701 to under $1.3141
GILMER ISD,230902,230 UPSHUR,07,Not Rated: Declared State of Disaster,4,2583,10.1,20.4,61.1,0.7,0.4,0,7.4,81.2,8.4,9.1,8.1,31.2,5.1,94.9,0.8,95,97.5,96.2,155,147,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,72.3,11.6,992,18.2,381.1,193.4,1.9,2.9,7.2,50.7,11.6,25.6,109837,77467,60537,49230,17.7,6.8,13.4,35.1,11.9,15.8,13.8,9.1,2.7,87.1,0,1,0,0,81.7,5.2,4.4,1.6,6.5,0.6,340884,1.31,26736273,10733,25503018,46.4,43.2,10.4,1233255,5459686,0,30283748,23697986,9513,53.8,4.6,5.4,10.1,26.2,12743630,5116,46.6,5.6,10.6,0.6,3.5,0.4,5.7,0.9,0.6,25.5,"1,600 to 2,999",Other Central City Suburban,"$337,807 to < $360,988",$1.1701 to under $1.3141
ORE CITY ISD,230903,230 UPSHUR,07,Not Rated: Declared State of Disaster,3,976,4.9,18.3,71.4,0.4,0.4,0.1,4.4,64.4,7.1,12.7,7,26.8,3.8,95.7,0.7,93.5,96.5,94.3,59,47,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,67.8,20,1075,19.8,155.6,79.4,2.1,3.2,3.2,51,0,40.5,88165,72948,62777,50444,13.1,6.3,12.3,35.2,12.0,15.1,13,2.4,2.5,93.8,1.3,0,0,0,82,10.5,0,0,6.3,1.1,165131,1.335,11330805,11852,10621085,69.9,19.8,10.3,709720,4309116,0,12499405,9972009,10431,52.1,10,5.4,11.9,20.5,5196926,5436,42.5,13.4,3,1,3.9,0,3.9,0.3,0.7,31.2,500 to 999,Non-metropolitan Stable,"$131,514 to < $178,741",$1.3141 to under $1.4301
UNION HILL ISD,230904,230 UPSHUR,07,Not Rated: Declared State of Disaster,2,331,7.6,12.4,74.9,0.3,1.2,0,3.6,51.4,0,6,0,42.9,2.7,95.1,0.0,96,100,100,27,26,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,77.8,19,-1,17.9,70.1,38.7,2.3,5.5,1.9,55.2,9.8,25.3,79684,59483,55925,51662,11.3,4.7,8.6,43.6,10.1,9.1,26.4,5.2,0,94.8,0,0,0,0,83.8,2.6,0.4,0,11.3,1.9,246510,1.17,4075889,11918,4044889,64.9,29,6.1,31000,753649,0,4380112,4263640,12467,55.7,6.2,4.1,12.4,21.5,2376080,6948,45.1,2.8,8.7,0.3,6.5,0.4,6.3,0.7,0,29.2,Under 500,Rural,"$225,013 to < $266,163",Under $1.1701
HARMONY ISD,230905,230 UPSHUR,07,Not Rated: Declared State of Disaster,4,1088,0.6,17.1,80,0.2,0.5,0,1.7,48.9,4.6,6.4,4.6,33,7.4,95.5,0.0,98.7,100,100,77,76,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,62.3,41.7,.,22.2,168.2,85.5,1.8,3,3.5,50.8,14.6,26.3,84450,76562,52987,49870,5.3,6.5,12.7,22.4,14.6,13,8,0,0,98.8,0,0,0,1.2,81.7,4.9,3.4,1.2,8.5,0.3,347097,1.242,10984294,10013,10662467,47.7,46.5,5.8,321827,2243905,0,10719811,10163192,9265,55.7,6.1,6.2,12.6,19.4,5664575,5164,46.4,6.5,5.2,0.4,7,0.7,3.2,0.8,0.9,29,"1,000 to 1,599",Independent Town,"$337,807 to < $360,988",$1.1701 to under $1.3141
NEW DIANA ISD,230906,230 UPSHUR,07,Not Rated: Declared State of Disaster,3,1206,6.6,12.9,74.1,0.3,0.5,0.1,5.4,39.6,1.7,5.5,1.7,28.7,5,96.1,0.3,97,97.4,97.1,65,57,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,60,30.8,1056,19.9,157.8,85.9,1.9,3.3,4.9,54.4,12,23.5,101685,71245,65486,49794,11.9,7.6,14,22.1,12.8,10.2,18.2,2.3,3.1,93.4,0,0,0,1.2,80.9,5.8,3,0,6.6,3.7,192249,1.27,11143014,9985,10695295,65.1,27.9,7,447719,1732422,0,14744010,10203784,9143,51.5,9.1,7,12.7,19.6,5259113,4712,45.2,4.9,7,0.1,5.7,0.3,4.5,1.1,1.1,30.2,"1,000 to 1,599",Other Central City Suburban,"$178,741 to < $225,013",$1.1701 to under $1.3141
UNION GROVE ISD,230908,230 UPSHUR,07,Not Rated: Declared State of Disaster,3,755,1.9,8.1,86.6,1.5,0.3,0,1.7,44,2.3,5.8,2.1,38.8,8.7,96.8,0.0,98,100,98,49,44,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,67.3,54.5,1066,22.5,113.5,63.9,1.8,4.2,4.2,56.3,7,26.4,93702,68988,61672,51116,7,6.7,11.8,20.3,16.8,25.4,19.8,0,3.1,95.3,0,1.6,0,0,74.7,4.7,6.3,0,11.5,2.9,195703,1.52,9630285,12772,8520755,64,28.7,7.3,1109530,1219414,0,9630028,8228120,10913,51.4,8.5,5.7,14.3,20.1,4228426,5608,39.9,5.7,6.2,0,8.2,0.2,4.6,0.8,0.8,33.5,500 to 999,Rural,"$178,741 to < $225,013",$1.4301 and over
MCCAMEY ISD,231901,231 UPTON,18,Not Rated: Declared State of Disaster,3,566,3.5,74,20.3,0.9,0,0,1.2,66.6,6.4,10.8,5.8,22.3,6,93.6,1.3,90.9,93.8,97.6,31,30,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,71,9.1,-1,16.7,94.4,42.2,2.1,2.4,3.4,44.7,17,30.4,99236,88529,62617,54291,53.1,6,13.4,34.9,13.3,23.4,35.2,2.3,27.1,66.2,0,0,0,4.3,79.2,7.3,5,0,6.8,1.7,1136679,1.388,14567004,25737,11478845,4.9,88,7.1,3088159,6296915,0,12481416,7610109,13445,44.6,15.5,6.5,12.6,20.8,3397073,6002,33.9,15.7,7.8,0.3,3,0.3,2.9,0.6,1.7,33.9,500 to 999,Rural,"$847,341 and over",$1.3141 to under $1.4301
RANKIN ISD,231902,231 UPTON,18,Not Rated: Declared State of Disaster,1,302,0.7,47,49.3,0.7,0.3,0,2,47.4,10.9,9.3,10.6,44.4,1.3,95.9,0.0,100,100,100,19,19,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,68.4,23.1,981,19.2,69.9,38.7,2.9,1.6,1.7,55.4,11.4,27,103322,80906,52322,51902,30.6,4.3,7.8,26.8,13.0,16.4,16.1,0,15.3,79.5,0,0,0,5.2,87.9,1.9,0,0,10.3,0,8226524,1.136,12883571,42945,8766117,7.2,91,1.8,4117454,11164960,0,11734904,6589950,21967,49.7,14.2,5.7,13.6,16.7,3274804,10916,48.2,2.3,5.4,0.4,2.7,0.2,4.4,0.7,1.4,34.3,Under 500,Rural,"$847,341 and over",Under $1.1701
KNIPPA ISD,232901,232 UVALDE,20,Not Rated: Declared State of Disaster,1,448,0,58.5,39.3,0.2,2,0,0,35,3.1,9.2,2.9,29,13.8,96.3,1.8,100,100,100,22,21,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100,45.5,1115,21.4,61.8,35.2,0.8,4.9,3.3,56.9,17,17.2,122449,68507,40271,47610,51,7.3,12.7,39.8,10.5,40.3,14.5,0,31.2,68.8,0,0,0,0,84.4,2.8,5.7,0,7.1,0,177483,1.31,4960064,10783,4787440,66.2,28.3,5.5,172624,3308125,0,5014392,4239651,9217,68,5.7,4.4,9.7,12.2,2883258,6268,55.7,5.1,8.9,0.2,2.8,0.3,4.2,1.6,0.4,20.9,Under 500,Rural,"$131,514 to < $178,741",$1.1701 to under $1.3141
SABINAL ISD,232902,232 UVALDE,20,Not Rated: Declared State of Disaster,3,442,0,83,16.3,0,0,0,0.7,65.8,4.5,15.2,4.5,31,8.1,94,1.2,93.8,96.4,100,42,42,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100,19,913,.,78.7,37.9,3.8,2.7,5.1,48.2,11.3,28.9,101314,84036,49875,47502,60.5,5.6,11.7,41.9,11.4,18.2,30,2.6,44.5,52.9,0,0,0,0,77.8,7.8,8.3,0,6,0,724523,1.07,7224344,16126,7101286,29.8,52.4,17.8,123058,2424282,0,6714379,6601113,14735,55,9.9,4.5,11.2,19.4,3632391,8108,40.3,20,8.8,0.2,3.1,0.1,5,0,0,22.6,Under 500,Rural,"$697,496 to < $814,022",Under $1.1701
UVALDE CISD,232903,232 UVALDE,20,Not Rated: Declared State of Disaster,8,4236,0.4,89.2,9.6,0.1,0.3,0,0.5,83.6,7,10.3,12.1,28.6,10.1,92.2,1.4,86.6,89.5,91,295,215,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,92.9,16.1,878,18.2,723.4,275.9,0.8,2.9,13.2,38.1,16,28.9,109272,72874,61972,52289,76.7,5.9,15.4,36.9,11.3,13.8,21.2,0.7,63.9,34.7,0,0.7,0,0,85.6,7.3,0,2.9,4.2,0,267506,1.272,50729439,11953,46657326,49.1,31.4,19.5,4072113,8950122,0,53938740,47704791,11241,53.3,8.2,5.1,10.5,22.9,25438851,5994,35.5,14.8,13.4,0.4,2.9,0.2,2.8,1.1,1.6,27.3,"3,000 to 4,999",Independent Town,"$266,163 to < $288,727",$1.1701 to under $1.3141
UTOPIA ISD,232904,232 UVALDE,20,Not Rated: Declared State of Disaster,1,229,0.4,23.6,72.9,0,1.3,0,1.7,45,5.2,13.5,5.2,45.4,6.6,94.8,0.0,89.5,91.7,93.8,18,17,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,66.7,16.7,965,-1,38.2,19.7,6.5,3,5.6,51.5,9.8,23.5,55320,58086,51384,52826,20.9,6,11.6,15.2,15.2,15,18.3,0,8.1,91.9,0,0,0,0,76.5,10.5,0,0,13.1,0,862285,1.04,3036959,12549,2955059,13.5,80.4,6.2,81900,1757010,0,2956777,2862187,11827,49,10.2,5.7,11.2,23.9,1401226,5790,35.7,5,11,0.3,6.3,0.2,0,0.6,2.6,38.4,Under 500,Rural,"$847,341 and over",Under $1.1701
SAN FELIPE-DEL RIO CISD,233901,233 VAL VERDE,15,Not Rated: Declared State of Disaster,15,10311,0.7,93,5.5,0.1,0.4,0,0.3,72.7,17.1,12.1,16.8,32.5,8.7,94.6,2.2,87,86.2,89.8,664,613,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,43.2,32.1,1012,21.1,1466.6,621.4,1,2.3,7.6,42.4,11.8,35,105221,85531,72455,55969,88.5,7,16.6,34.7,12.9,21.9,14.4,1.4,80.4,16.5,0.6,0.3,0.2,0.5,69.2,5.5,6.5,9,6.5,3.3,174122,1.16,107642958,10325,106490036,62.8,22,15.2,1152922,27778011,0,111230808,101779996,9763,52.7,7.6,4.8,11.7,23.2,53661762,5147,40.5,8.5,13.9,1.1,4.2,0.4,2.4,2.1,0.2,26.7,"10,000 to 24,999",Independent Town,"$131,514 to < $178,741",Under $1.1701
COMSTOCK ISD,233903,233 VAL VERDE,15,Not Rated: Declared State of Disaster,1,205,1,56.1,41.5,0,0.5,0,1,32.2,3.4,8.3,4.4,36.6,5.4,96.5,0.0,100,100,100,12,12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100,33.3,1026,-1,32,18.6,1,3.6,4,58.1,6,27.3,106515,74114,85511,52304,45.4,6.4,11,25.9,15.1,20.9,21.7,0,30.4,69.6,0,0,0,0,86.6,3.5,5.4,0,4.5,0,1033267,1.3,3355824,16863,2848057,9.2,84.7,6.1,507767,466605,0,3259841,2658802,13361,52.5,11.4,4,9.6,22.4,1396908,7020,42.5,6.6,6.2,0.3,1.2,3.4,3.4,1.3,0,35.1,Under 500,Rural,"$847,341 and over",$1.1701 to under $1.3141
RANCH ACADEMY,234801,234 VAN ZANDT,07,Not Rated,1,83,2.4,12,78.3,1.2,0,0,6,53,0,24.1,0,25.3,0,89.7,10.2,67.6,61.8,59.6,25,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,.,.,.,13.4,4.5,20,7.6,18.5,33.5,20.3,0,45032,33378,59179,63695,7.3,6.2,18.5,21.7,19.1,34.9,60,0,0,100,0,0,0,0,92.6,0,0,0,7.4,0,0,0,981512,12747,981512,81.7,0.6,17.7,0,0,602531,1127349,1127349,14641,59.4,12.6,14.3,6.5,7.1,670053,8702,45.3,11.5,18.6,0,5.5,0,0,1.5,0,17.7,Under 500,Charters,Non-taxing entities,Non-taxing entities
